102.106, 130.014, 2.560, 91.600 False
101.850, 130.004, 2.551, 91.800 False
101.596, 129.998, 2.546, 92.000 False
101.342, 129.983, 2.529, 92.200 False
101.089, 129.973, 2.532, 92.400 False
100.838, 129.952, 2.516, 92.600 False
100.586, 129.931, 2.522, 92.800 False
100.339, 129.893, 2.467, 93.000 False
100.096, 129.835, 2.468, 93.200 False
99.859, 129.761, 2.450, 93.400 False
99.615, 129.693, 2.537, 93.600 False
99.367, 129.629, 2.552, 93.800 False
99.118, 129.573, 2.544, 94.000 False
98.876, 129.502, 2.480, 94.200 False
98.640, 129.419, 2.490, 94.400 False
98.409, 129.321, 2.477, 94.600 False
98.173, 129.231, 2.530, 94.800 False
97.944, 129.126, 2.476, 95.000 False
97.717, 129.018, 2.510, 95.200 False
97.498, 128.894, 2.471, 95.400 False
97.275, 128.774, 2.525, 95.600 False
97.056, 128.646, 2.514, 95.800 False
96.833, 128.525, 2.535, 96.000 False
96.621, 128.390, 2.467, 96.200 False
96.422, 128.240, 2.463, 96.400 False
96.232, 128.077, 2.454, 96.600 False
96.033, 127.920, 2.543, 96.800 False
95.844, 127.750, 2.481, 97.000 False
95.659, 127.578, 2.514, 97.200 False
95.488, 127.394, 2.454, 97.400 False
95.314, 127.209, 2.526, 97.600 False
95.154, 127.013, 2.471, 97.800 False
94.992, 126.817, 2.530, 98.000 False
94.846, 126.611, 2.461, 98.200 False
94.703, 126.402, 2.517, 98.400 False
94.574, 126.184, 2.474, 98.600 False
94.439, 125.968, 2.546, 98.800 False
94.314, 125.745, 2.515, 99.000 False
94.183, 125.526, 2.545, 99.200 False
94.067, 125.301, 2.486, 99.400 False
93.953, 125.076, 2.521, 99.600 False
93.852, 124.844, 2.484, 99.800 False
93.747, 124.614, 2.529, 100.000 False
93.658, 124.378, 2.457, 100.200 False
93.579, 124.140, 2.494, 100.400 False
93.516, 123.896, 2.468, 100.600 False
93.444, 123.653, 2.541, 100.800 False
93.381, 123.406, 2.521, 101.000 False
93.310, 123.161, 2.537, 101.200 False
93.248, 122.916, 2.517, 101.400 False
93.179, 122.673, 2.526, 101.600 False
93.121, 122.427, 2.491, 101.800 False
93.062, 122.181, 2.501, 102.000 False
93.014, 121.934, 2.497, 102.200 False
92.960, 121.688, 2.519, 102.400 False
92.922, 121.440, 2.480, 102.600 False
92.887, 121.193, 2.512, 102.800 False
92.854, 120.945, 2.521, 103.000 False
92.810, 120.697, 2.520, 103.200 False
92.775, 120.448, 2.500, 103.400 False
92.733, 120.202, 2.503, 103.600 False
92.701, 119.954, 2.496, 103.800 False
92.666, 119.708, 2.515, 104.000 False
92.642, 119.460, 2.505, 104.200 False
92.609, 119.211, 2.501, 104.400 False
92.587, 118.963, 2.489, 104.600 False
92.561, 118.714, 2.497, 104.800 False
92.549, 118.465, 2.483, 105.000 False
92.533, 118.213, 2.488, 105.200 False
92.519, 117.962, 2.495, 105.400 False
92.498, 117.713, 2.509, 105.600 False
92.483, 117.462, 2.508, 105.800 False
92.464, 117.212, 2.508, 106.000 False
92.451, 116.962, 2.503, 106.200 False
92.433, 116.712, 2.504, 106.400 False
92.422, 116.463, 2.500, 106.600 False
92.408, 116.213, 2.502, 106.800 False
92.399, 115.963, 2.500, 107.000 False
92.386, 115.713, 2.501, 107.200 False
92.383, 115.463, 2.494, 107.400 False
92.378, 115.214, 2.500, 107.600 False
92.375, 114.963, 2.502, 107.800 False
92.367, 114.713, 2.503, 108.000 False
92.359, 114.463, 2.502, 108.200 False
92.354, 114.213, 2.500, 108.400 False
92.347, 113.963, 2.501, 108.600 False
92.340, 113.713, 2.501, 108.800 False
92.333, 113.463, 2.501, 109.000 False
92.327, 113.213, 2.501, 109.200 False
92.321, 112.963, 2.501, 109.400 False
92.315, 112.713, 2.501, 109.600 False
92.316, 112.463, 2.497, 109.800 False
92.314, 112.213, 2.500, 110.000 False
92.314, 111.963, 2.500, 110.200 False
92.309, 111.713, 2.500, 110.400 False
92.305, 111.463, 2.500, 110.600 False
92.301, 111.213, 2.501, 110.800 False
92.301, 110.963, 2.500, 111.000 False
92.299, 110.713, 2.500, 111.200 False
92.300, 110.463, 2.500, 111.400 False
92.299, 110.213, 2.500, 111.600 False
92.297, 109.963, 2.501, 111.800 False
92.296, 109.713, 2.500, 112.000 False
92.300, 109.463, 2.499, 112.200 False
92.300, 109.213, 2.500, 112.400 False
92.300, 108.963, 2.501, 112.600 False
92.300, 108.713, 2.501, 112.800 False
92.300, 108.463, 2.500, 113.000 False
92.300, 108.213, 2.500, 113.200 False
92.300, 107.963, 2.500, 113.400 False
92.300, 107.713, 2.500, 113.600 False
92.300, 107.463, 2.500, 113.800 False
92.300, 107.213, 2.500, 114.000 False
92.300, 106.963, 2.500, 114.200 False
92.300, 106.713, 2.500, 114.400 False
92.304, 106.463, 2.499, 114.600 False
92.305, 106.213, 2.500, 114.800 False
92.306, 105.963, 2.500, 115.000 False
92.307, 105.713, 2.500, 115.200 False
92.308, 105.463, 2.500, 115.400 False
92.309, 105.213, 2.500, 115.600 False
92.310, 104.963, 2.500, 115.800 False
92.311, 104.713, 2.500, 116.000 False
92.312, 104.463, 2.500, 116.200 False
92.313, 104.213, 2.500, 116.400 False
92.314, 103.963, 2.500, 116.600 False
92.314, 103.713, 2.500, 116.800 False
92.315, 103.463, 2.500, 117.000 False
92.316, 103.212, 2.500, 117.200 False
92.317, 102.962, 2.500, 117.400 False
92.318, 102.712, 2.500, 117.600 False
92.319, 102.462, 2.500, 117.800 False
92.320, 102.212, 2.500, 118.000 False
92.321, 101.962, 2.500, 118.200 False
92.322, 101.712, 2.500, 118.400 False
92.323, 101.462, 2.500, 118.600 False
92.323, 101.212, 2.500, 118.800 False
92.324, 100.962, 2.500, 119.000 False
92.325, 100.712, 2.500, 119.200 False
92.326, 100.462, 2.500, 119.400 False
92.327, 100.212, 2.500, 119.600 False
92.327, 99.962, 2.500, 119.800 False
92.328, 99.712, 2.500, 120.000 False
92.329, 99.462, 2.500, 120.200 False
92.330, 99.212, 2.500, 120.400 False
92.330, 98.962, 2.500, 120.600 False
92.331, 98.712, 2.500, 120.800 False
92.332, 98.462, 2.500, 121.000 False
92.332, 98.212, 2.500, 121.200 False
92.333, 97.962, 2.500, 121.400 False
92.334, 97.712, 2.500, 121.600 False
92.334, 97.462, 2.500, 121.800 False
92.335, 97.212, 2.500, 122.000 False
92.335, 96.962, 2.500, 122.200 False
92.336, 96.712, 2.500, 122.400 False
92.336, 96.462, 2.500, 122.600 False
92.337, 96.212, 2.500, 122.800 False
92.337, 95.962, 2.500, 123.000 False
92.338, 95.712, 2.500, 123.200 False
92.338, 95.462, 2.500, 123.400 False
92.338, 95.212, 2.500, 123.600 False
92.339, 94.962, 2.500, 123.800 False
92.339, 94.712, 2.500, 124.000 False
92.339, 94.462, 2.500, 124.200 False
92.340, 94.212, 2.500, 124.400 False
92.340, 93.962, 2.500, 124.600 False
92.340, 93.712, 2.500, 124.800 False
92.340, 93.462, 2.500, 125.000 False
92.341, 93.212, 2.500, 125.200 False
92.341, 92.962, 2.500, 125.400 False
92.341, 92.712, 2.500, 125.600 False
92.341, 92.462, 2.500, 125.800 False
92.341, 92.212, 2.500, 126.000 False
92.341, 91.962, 2.500, 126.200 False
92.341, 91.712, 2.500, 126.400 False
92.341, 91.462, 2.500, 126.600 False
92.341, 91.212, 2.500, 126.800 False
92.337, 90.962, 2.499, 127.000 False
92.337, 90.712, 2.500, 127.200 False
92.340, 90.462, 2.499, 127.400 False
92.341, 90.212, 2.500, 127.600 False
92.341, 89.962, 2.500, 127.800 False
92.341, 89.712, 2.500, 128.000 False
92.341, 89.462, 2.500, 128.200 False
92.341, 89.212, 2.500, 128.400 False
92.341, 88.962, 2.500, 128.600 False
92.341, 88.712, 2.500, 128.800 False
